|DP|DPNOM|DPMP|MPIO|AÑO|ÁREA GEOGRÁFICA|Total population_x|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Tasa_de_aprovechamiento|Total population_y|Id Empresa|Empresa|Nombre del departamento|Nombre del municipio|Nombre sitio disposición final|NUSD|Fecha inicio operaciones|Tipo disposición final|Longitud|Latitud|Propietario predio del SDF|Entidad otorgó autorización|Tipo autorización ambiental|No. Res. de la autorización|Fecha Res. de la Autorización|Fecha terminación vigencia Res|Fecha terminación vida útil|fecha hoy|años_vida|Capacidad de diseño|Entidad otorgó permiso vertimi|No.Res. permiso vertimiento|Fecha Res. permiso vertimiento|Fecha term permiso vertimiento|Fecha aplicación metodología|Fecha de certificación
34|||||2021|||ARAUCA-ARAUQUITA|||0.0||20638|SECRETARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO  DE ARAUQUITA|ARAUCA|ARAUQUITA|PRADO PARAJE DE LA CEIBA|914081065|2018-02-02|Relleno sanitario|-714284830|70275917.0|"29|MUNICIPIO"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|700.41.10-164|2010-10-27|2040-10-26|2040-10-26|2022-06-25|18.0|501739.0|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|700.41.10-164|2010-10-27|2040-10-26|2018-02-02|2018-05-07
35|81.0|ARAUCA|81794.0|TAME|2021|Cabecera Municipal|29.294|ARAUCA-TAME|7861.5|0.0|0.0|601656.0|469|EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.|ARAUCA|TAME|RELLENO SANITARIO BRISAS DEL CRAVO|2052881794|2016-04-01|Relleno sanitario|-715211140|62653800.0|"28|EMPRESA OPERADORA"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|7003618101|2018-06-08|2038-06-08|2038-06-08|2022-06-25|15.0|292493.3|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2021-04-06
36|81.0|ARAUCA|81794.0|TAME|2021|Centros Poblados y Rural Disperso|20.844|ARAUCA-TAME|7861.5|0.0|0.0|601656.0|469|EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.|ARAUCA|TAME|RELLENO SANITARIO BRISAS DEL CRAVO|2052881794|2016-04-01|Relleno sanitario|-715211140|62653800.0|"28|EMPRESA OPERADORA"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|7003618101|2018-06-08|2038-06-08|2038-06-08|2022-06-25|15.0|292493.3|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2021-04-06
37|81.0|ARAUCA|81794.0|TAME|2021|Total|50.138|ARAUCA-TAME|7861.5|0.0|0.0|601656.0|469|EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.|ARAUCA|TAME|RELLENO SANITARIO BRISAS DEL CRAVO|2052881794|2016-04-01|Relleno sanitario|-715211140|62653800.0|"28|EMPRESA OPERADORA"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|7003618101|2018-06-08|2038-06-08|2038-06-08|2022-06-25|15.0|292493.3|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2021-04-06
38|81.0|ARAUCA|81794.0|TAME|2021|Cabecera Municipal|29.294|ARAUCA-TAME|7861.5|0.0|0.0|601656.0|469|EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.|ARAUCA|TAME|SMIRT|964881794|2015-08-20|celda de contingencia|-718476765|64290167.0|"28|EMPRESA OPERADORA"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|otro tipo de acto administrativo|7004115093|2015-08-20|2018-06-22|2018-12-13|2022-06-25|0.0|41535.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-07-15|2021-01-07
39|81.0|ARAUCA|81794.0|TAME|2021|Centros Poblados y Rural Disperso|20.844|ARAUCA-TAME|7861.5|0.0|0.0|601656.0|469|EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.|ARAUCA|TAME|SMIRT|964881794|2015-08-20|celda de contingencia|-718476765|64290167.0|"28|EMPRESA OPERADORA"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|otro tipo de acto administrativo|7004115093|2015-08-20|2018-06-22|2018-12-13|2022-06-25|0.0|41535.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-07-15|2021-01-07
40|81.0|ARAUCA|81794.0|TAME|2021|Total|50.138|ARAUCA-TAME|7861.5|0.0|0.0|601656.0|469|EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.|ARAUCA|TAME|SMIRT|964881794|2015-08-20|celda de contingencia|-718476765|64290167.0|"28|EMPRESA OPERADORA"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|otro tipo de acto administrativo|7004115093|2015-08-20|2018-06-22|2018-12-13|2022-06-25|0.0|41535.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-07-15|2021-01-07
41|68.0|SANTANDER|68081.0|BARRANCABERMEJA|2021|Cabecera Municipal|186.137|SANTANDER-BARRANCABERMEJA|56438.45999999999|7654.9800000000005|0.11943468785573065|2556732.0|2636|REDIBA S.A ES.P|SANTANDER|BARRANCABERMEJA|RELLENO SANITARIO REDIBA SA ESP|922668081|2015-01-01|Relleno sanitario|-737047120|71001920.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|DGL0001121|2014-11-27|2045-01-01|2045-01-01|2022-06-25|22.0|2170000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2018-05-16
42|68.0|SANTANDER|68081.0|BARRANCABERMEJA|2021|Centros Poblados y Rural Disperso|26.924|SANTANDER-BARRANCABERMEJA|56438.45999999999|7654.9800000000005|0.11943468785573065|2556732.0|2636|REDIBA S.A ES.P|SANTANDER|BARRANCABERMEJA|RELLENO SANITARIO REDIBA SA ESP|922668081|2015-01-01|Relleno sanitario|-737047120|71001920.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|DGL0001121|2014-11-27|2045-01-01|2045-01-01|2022-06-25|22.0|2170000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2018-05-16
43|68.0|SANTANDER|68081.0|BARRANCABERMEJA|2021|Total|213.061|SANTANDER-BARRANCABERMEJA|56438.45999999999|7654.9800000000005|0.11943468785573065|2556732.0|2636|REDIBA S.A ES.P|SANTANDER|BARRANCABERMEJA|RELLENO SANITARIO REDIBA SA ESP|922668081|2015-01-01|Relleno sanitario|-737047120|71001920.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|DGL0001121|2014-11-27|2045-01-01|2045-01-01|2022-06-25|22.0|2170000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2018-05-16
44|5.0|ANTIOQUIA|5154.0|CAUCASIA|2021|Cabecera Municipal|86.278|ANTIOQUIA-CAUCASIA|20786.000000000004|2176.16|0.09477157201238906|1163124.0|3234|CAUCASIA MEDIO AMBIENTE S.A. E.S.P.|ANTIOQUIA|CAUCASIA|RELLENO SANITARIO CAUCASIA|691105154|2002-06-01|Relleno sanitario|-751431690|75946440.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130PZ1038|2005-04-02|2017-08-18|2017-12-30|2022-06-25|0.0|53000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-09-06
45|5.0|ANTIOQUIA|5154.0|CAUCASIA|2021|Centros Poblados y Rural Disperso|10.649|ANTIOQUIA-CAUCASIA|20786.000000000004|2176.16|0.09477157201238906|1163124.0|3234|CAUCASIA MEDIO AMBIENTE S.A. E.S.P.|ANTIOQUIA|CAUCASIA|RELLENO SANITARIO CAUCASIA|691105154|2002-06-01|Relleno sanitario|-751431690|75946440.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130PZ1038|2005-04-02|2017-08-18|2017-12-30|2022-06-25|0.0|53000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-09-06
46|5.0|ANTIOQUIA|5154.0|CAUCASIA|2021|Total|96.927|ANTIOQUIA-CAUCASIA|20786.000000000004|2176.16|0.09477157201238906|1163124.0|3234|CAUCASIA MEDIO AMBIENTE S.A. E.S.P.|ANTIOQUIA|CAUCASIA|RELLENO SANITARIO CAUCASIA|691105154|2002-06-01|Relleno sanitario|-751431690|75946440.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|130PZ1038|2005-04-02|2017-08-18|2017-12-30|2022-06-25|0.0|53000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-09-06
47|25.0|CUNDINAMARCA|25307.0|GIRARDOT|2021|Cabecera Municipal|110.244|CUNDINAMARCA-GIRARDOT|36426.84|640.0|0.017266106309574814|1369824.0|3383|SERVICIOS AMBIENTALES S.A.  E.S.P.|CUNDINAMARCA|GIRARDOT|PARQUE ECOLOGICO PRADERAS DEL MAGDALENA|430125307|2005-11-01|Relleno sanitario|-748573200|43281900.0|"28|EMPRESA OPERADORA"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|Licencia ambiental|408|2005-03-09|2021-03-09|2025-03-09|2022-06-25|2.0|1035538584.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-02-28
48|25.0|CUNDINAMARCA|25307.0|GIRARDOT|2021|Centros Poblados y Rural Disperso|3.908|CUNDINAMARCA-GIRARDOT|36426.84|640.0|0.017266106309574814|1369824.0|3383|SERVICIOS AMBIENTALES S.A.  E.S.P.|CUNDINAMARCA|GIRARDOT|PARQUE ECOLOGICO PRADERAS DEL MAGDALENA|430125307|2005-11-01|Relleno sanitario|-748573200|43281900.0|"28|EMPRESA OPERADORA"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|Licencia ambiental|408|2005-03-09|2021-03-09|2025-03-09|2022-06-25|2.0|1035538584.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-02-28
49|25.0|CUNDINAMARCA|25307.0|GIRARDOT|2021|Total|114.152|CUNDINAMARCA-GIRARDOT|36426.84|640.0|0.017266106309574814|1369824.0|3383|SERVICIOS AMBIENTALES S.A.  E.S.P.|CUNDINAMARCA|GIRARDOT|PARQUE ECOLOGICO PRADERAS DEL MAGDALENA|430125307|2005-11-01|Relleno sanitario|-748573200|43281900.0|"28|EMPRESA OPERADORA"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|Licencia ambiental|408|2005-03-09|2021-03-09|2025-03-09|2022-06-25|2.0|1035538584.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-02-28
50|||||2021|||BOLIVAR-TURBANA|||0.0||20352|CARIBE VERDE S. A.   E. S. P.|BOLIVAR|TURBANA|PARQUE AMBIENTAL LOMA DE LOS COCOS|2208713838|2005-05-10|Relleno sanitario|-754803245|102730571.0|"29|MUNICIPIO"|"48|CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE - CARDIQUE"|Licencia ambiental|229|2005-03-18|2025-03-18|2025-03-18|2022-06-25|2.0|6867987.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-07-01|2021-06-10
51|||||2021|||BOLIVAR-TURBANA|||0.0||20352|CARIBE VERDE S. A.   E. S. P.|BOLIVAR|TURBANA|RELLENO SANITARIO PARQUE AMBIENTAL LOMA DE LOS COCOS|270713838|2005-05-10|Relleno sanitario|-754807963|102728593.0|"29|MUNICIPIO"|"48|CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE - CARDIQUE"|Licencia ambiental|229|2005-03-18|2025-05-10|2025-05-10|2022-06-25|2.0|8584983.75|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-10-13
52|||||2021|||ARAUCA-ARAUQUITA|||0.0||20638|SECRETARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO  DE ARAUQUITA|ARAUCA|ARAUQUITA|FLORIDA 2|819581065|2000-05-31|celda de contingencia|-714284830|70275917.0|"29|MUNICIPIO"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|otro tipo de acto administrativo|700.41.15.0114|2015-09-16|2016-05-23|2016-05-23|2022-06-25|0.0|9236.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2018-09-11
53|44.0|LA GUAJIRA|44430.0|MAICAO|2021|Cabecera Municipal|122.254|LA GUAJIRA-MAICAO|34468.428|2134.3300000000004|0.05831063331347874|2271420.0|21670|ATESA DE OCCIDENTE S.A.S  E.S.P.|LA GUAJIRA|MAICAO|REGIONAL DEL NORTE DE LA GUAJIRA|22244430|2014-10-04|Relleno sanitario|-723669440|113966600.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Licencia ambiental|1646|2012-12-10|2042-12-10|2042-12-10|2022-06-25|20.0|2195487.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-14
54|44.0|LA GUAJIRA|44430.0|MAICAO|2021|Centros Poblados y Rural Disperso|67.031|LA GUAJIRA-MAICAO|34468.428|2134.3300000000004|0.05831063331347874|2271420.0|21670|ATESA DE OCCIDENTE S.A.S  E.S.P.|LA GUAJIRA|MAICAO|REGIONAL DEL NORTE DE LA GUAJIRA|22244430|2014-10-04|Relleno sanitario|-723669440|113966600.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Licencia ambiental|1646|2012-12-10|2042-12-10|2042-12-10|2022-06-25|20.0|2195487.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-14
55|44.0|LA GUAJIRA|44430.0|MAICAO|2021|Total|189.285|LA GUAJIRA-MAICAO|34468.428|2134.3300000000004|0.05831063331347874|2271420.0|21670|ATESA DE OCCIDENTE S.A.S  E.S.P.|LA GUAJIRA|MAICAO|REGIONAL DEL NORTE DE LA GUAJIRA|22244430|2014-10-04|Relleno sanitario|-723669440|113966600.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Licencia ambiental|1646|2012-12-10|2042-12-10|2042-12-10|2022-06-25|20.0|2195487.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-14
56|68.0|SANTANDER|68081.0|BARRANCABERMEJA|2021|Cabecera Municipal|186.137|SANTANDER-BARRANCABERMEJA|56438.45999999999|7654.9800000000005|0.11943468785573065|2556732.0|22911|VEOLIA ASEO SANTANDER Y CESAR S.A E.S.P|SANTANDER|BARRANCABERMEJA|PARQUE TECNOLOGICO AMBIENTAL SAN SILVESTRE|2431068081|2015-01-01|Relleno sanitario|-737006610|70968620.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|1121|2014-12-27|2044-12-27|2044-12-27|2022-06-25|22.0|2170000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2021-09-15
57|68.0|SANTANDER|68081.0|BARRANCABERMEJA|2021|Centros Poblados y Rural Disperso|26.924|SANTANDER-BARRANCABERMEJA|56438.45999999999|7654.9800000000005|0.11943468785573065|2556732.0|22911|VEOLIA ASEO SANTANDER Y CESAR S.A E.S.P|SANTANDER|BARRANCABERMEJA|PARQUE TECNOLOGICO AMBIENTAL SAN SILVESTRE|2431068081|2015-01-01|Relleno sanitario|-737006610|70968620.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|1121|2014-12-27|2044-12-27|2044-12-27|2022-06-25|22.0|2170000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2021-09-15
58|68.0|SANTANDER|68081.0|BARRANCABERMEJA|2021|Total|213.061|SANTANDER-BARRANCABERMEJA|56438.45999999999|7654.9800000000005|0.11943468785573065|2556732.0|22911|VEOLIA ASEO SANTANDER Y CESAR S.A E.S.P|SANTANDER|BARRANCABERMEJA|PARQUE TECNOLOGICO AMBIENTAL SAN SILVESTRE|2431068081|2015-01-01|Relleno sanitario|-737006610|70968620.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|1121|2014-12-27|2044-12-27|2044-12-27|2022-06-25|22.0|2170000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2021-09-15
59|68.0|SANTANDER|68679.0|SAN GIL|2021|Cabecera Municipal|52.569|SANTANDER-SAN GIL|14236.940000000002|1674.3500000000001|0.10523031130725415|724104.0|26115|EMPRESA DE SOLUCIONES AMBIENTALES PARA COLOMBIA S.A E.S.P.|SANTANDER|SAN GIL|EL CUCHARO|1725368679|2003-01-15|Relleno sanitario|-731118300|63313410.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|20|2003-01-15|2023-01-15|2048-01-15|2022-06-25|25.0|550000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-06-01|2020-10-16
60|68.0|SANTANDER|68679.0|SAN GIL|2021|Centros Poblados y Rural Disperso|7.773|SANTANDER-SAN GIL|14236.940000000002|1674.3500000000001|0.10523031130725415|724104.0|26115|EMPRESA DE SOLUCIONES AMBIENTALES PARA COLOMBIA S.A E.S.P.|SANTANDER|SAN GIL|EL CUCHARO|1725368679|2003-01-15|Relleno sanitario|-731118300|63313410.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|20|2003-01-15|2023-01-15|2048-01-15|2022-06-25|25.0|550000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-06-01|2020-10-16
61|68.0|SANTANDER|68679.0|SAN GIL|2021|Total|60.342|SANTANDER-SAN GIL|14236.940000000002|1674.3500000000001|0.10523031130725415|724104.0|26115|EMPRESA DE SOLUCIONES AMBIENTALES PARA COLOMBIA S.A E.S.P.|SANTANDER|SAN GIL|EL CUCHARO|1725368679|2003-01-15|Relleno sanitario|-731118300|63313410.0|"28|EMPRESA OPERADORA"|"55|CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER - CAS"|Licencia ambiental|20|2003-01-15|2023-01-15|2048-01-15|2022-06-25|25.0|550000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-06-01|2020-10-16
62|||||2021|||ANTIOQUIA-DONMATIAS|||0.0||29531|SERVIDONMATIAS ESP SAS|ANTIOQUIA|DONMATIAS|RELLENO EL PINAR|390305237|1988-01-01|Relleno sanitario|-752430244|62944000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|otro tipo de acto administrativo|130TH104737161|2010-05-05|2020-07-06|2020-07-06|2022-06-25|0.0|4700.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-12-31|2019-10-16
63|5.0|ANTIOQUIA|5154.0|CAUCASIA|2021|Cabecera Municipal|86.278|ANTIOQUIA-CAUCASIA|20786.000000000004|2176.16|0.09477157201238906|1163124.0|36394|ECOAMBIENTAL ACTIVA DE COLOMBIA S.A. ESP|ANTIOQUIA|CAUCASIA|PARQUE AMBIENTAL CAMPOALEGRE|1101605154|2018-01-15|Relleno sanitario|-751427250|80049890.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|16093797|2016-09-05|2044-09-05|2046-01-15|2022-06-25|23.0|541429.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-01-15|2018-12-13
64|5.0|ANTIOQUIA|5154.0|CAUCASIA|2021|Centros Poblados y Rural Disperso|10.649|ANTIOQUIA-CAUCASIA|20786.000000000004|2176.16|0.09477157201238906|1163124.0|36394|ECOAMBIENTAL ACTIVA DE COLOMBIA S.A. ESP|ANTIOQUIA|CAUCASIA|PARQUE AMBIENTAL CAMPOALEGRE|1101605154|2018-01-15|Relleno sanitario|-751427250|80049890.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|16093797|2016-09-05|2044-09-05|2046-01-15|2022-06-25|23.0|541429.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-01-15|2018-12-13
65|5.0|ANTIOQUIA|5154.0|CAUCASIA|2021|Total|96.927|ANTIOQUIA-CAUCASIA|20786.000000000004|2176.16|0.09477157201238906|1163124.0|36394|ECOAMBIENTAL ACTIVA DE COLOMBIA S.A. ESP|ANTIOQUIA|CAUCASIA|PARQUE AMBIENTAL CAMPOALEGRE|1101605154|2018-01-15|Relleno sanitario|-751427250|80049890.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|16093797|2016-09-05|2044-09-05|2046-01-15|2022-06-25|23.0|541429.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-01-15|2018-12-13
66|88.0|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|88001.0|SAN ANDRES|2021|Cabecera Municipal|42.404|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA-SAN ANDRES|21762.539999999997|63.1|0.002891095060671761|699792.0|39056|INTERASEO DEL ARCHIPIELAGO S.A.S. E.S.P.|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|SAN ANDRES|MAGIC GARDEN|966388001|1985-04-01|Relleno sanitario|-817266886|125545383.0|"30|DEPARTAMENTO"|"50|PROVIDENCIA Y SANTA CATALINA - CORALINA"|Licencia ambiental|279|2009-06-19|2037-10-17|2037-10-17|2022-06-25|15.0|600000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2017-10-17|2018-07-04
67|88.0|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|88001.0|SAN ANDRES|2021|Centros Poblados y Rural Disperso|15.912|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA-SAN ANDRES|21762.539999999997|63.1|0.002891095060671761|699792.0|39056|INTERASEO DEL ARCHIPIELAGO S.A.S. E.S.P.|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|SAN ANDRES|MAGIC GARDEN|966388001|1985-04-01|Relleno sanitario|-817266886|125545383.0|"30|DEPARTAMENTO"|"50|PROVIDENCIA Y SANTA CATALINA - CORALINA"|Licencia ambiental|279|2009-06-19|2037-10-17|2037-10-17|2022-06-25|15.0|600000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2017-10-17|2018-07-04
68|88.0|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|88001.0|SAN ANDRES|2021|Total|58.316|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA-SAN ANDRES|21762.539999999997|63.1|0.002891095060671761|699792.0|39056|INTERASEO DEL ARCHIPIELAGO S.A.S. E.S.P.|ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA|SAN ANDRES|MAGIC GARDEN|966388001|1985-04-01|Relleno sanitario|-817266886|125545383.0|"30|DEPARTAMENTO"|"50|PROVIDENCIA Y SANTA CATALINA - CORALINA"|Licencia ambiental|279|2009-06-19|2037-10-17|2037-10-17|2022-06-25|15.0|600000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2017-10-17|2018-07-04
69|44.0|LA GUAJIRA|44430.0|MAICAO|2021|Cabecera Municipal|122.254|LA GUAJIRA-MAICAO|34468.428|2134.3300000000004|0.05831063331347874|2271420.0|44197|UNIÓN TEMPORAL OPERACIÓN RELLENO SANITARIO REGIONAL NORTE DE LA GUAJIRA|LA GUAJIRA|MAICAO|UNION TEMPORAL OPERACION RELLENO SANITARIO REGIONAL NORTE DE|1678844430|2019-04-01|Relleno sanitario|-723669440|114022220.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"61|CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA ¿ CORPOGUAJIRA"|Licencia ambiental|1646 DE 2012|2012-12-10|2044-10-01|2044-10-01|2022-06-25|22.0|2107667.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2019-07-22|2020-09-08
